 2018-08-17 14:40:48,982 [P35496/D2/T1] WARN  Umbraco.Core.Sync.DatabaseServerMessenger - No last synced Id found, this generally means this is a new server/install. The server will build its caches and indexes, and then adjust its last synced Id to the latest found in the database and maintain cache updates based on that Id.
 2018-08-17 14:40:49,056 [P35496/D2/T1] INFO  umbraco.content - Load Xml from file...
 2018-08-17 14:40:49,057 [P35496/D2/T1] INFO  umbraco.content - Loaded Xml from file.
 2018-08-17 14:40:49,061 [P35496/D2/T1] INFO  umbraco.content - Loading content from database...
 2018-08-17 14:40:49,705 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - Rebuilding index, Provider=InternalMemberIndexer, NodeId=-1
 2018-08-17 14:40:49,827 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - member, Provider=InternalMemberIndexer, NodeId=-1
 2018-08-17 14:40:50,098 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - member, took 270ms, Provider=InternalMemberIndexer, NodeId=-1
 2018-08-17 14:40:50,099 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - Rebuilding index, Provider=InternalIndexer, NodeId=-1
 2018-08-17 14:40:50,111 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - content, Provider=InternalIndexer, NodeId=-1
 2018-08-17 14:40:50,207 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - content, took 95ms, Provider=InternalIndexer, NodeId=-1
 2018-08-17 14:40:50,207 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - media, Provider=InternalIndexer, NodeId=-1
 2018-08-17 14:40:50,451 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - media, took 244ms, Provider=InternalIndexer, NodeId=-1
 2018-08-17 14:40:50,451 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - Rebuilding index, Provider=ExternalIndexer, NodeId=-1
 2018-08-17 14:40:50,458 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - content, Provider=ExternalIndexer, NodeId=-1
 2018-08-17 14:40:50,559 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - content, took 100ms, Provider=ExternalIndexer, NodeId=-1
 2018-08-17 14:40:50,559 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - Start data queries - media, Provider=ExternalIndexer, NodeId=-1
 2018-08-17 14:40:50,587 [P35496/D2/T1] INFO  UmbracoExamine.DataServices.UmbracoLogService - PerformIndexAll - End data queries - media, took 26ms, Provider=ExternalIndexer, NodeId=-1
 2018-08-17 14:40:50,603 [P35496/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2018-08-17 14:40:50,604 [P35496/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2018-08-17 14:40:50,614 [P35496/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 5008ms)
 2018-08-17 14:40:50,877 [P35496/D2/T14] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://ariana.test:80/umbraco
 2018-08-17 14:40:50,879 [P35496/D2/T14] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://ariana.test:80/umbraco (UmbracoModule request)
 2018-08-17 14:40:51,235 [P35496/D2/T14] WARN  Umbraco.Web.UmbracoModule - Umbraco has no content
 2018-08-17 14:40:53,719 [P35496/D2/T12] INFO  umbraco.content - Save Xml to file...
 2018-08-17 14:40:53,722 [P35496/D2/T12] INFO  umbraco.content - Saved Xml to file.
 2018-08-17 14:41:05,703 [P35496/D2/T15] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:05,704 [P35496/D2/T15] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:05,704 [P35496/D2/T15] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController
 2018-08-17 14:41:05,704 [P35496/D2/T15] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController (took 0ms)
 2018-08-17 14:41:06,146 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:06,146 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:06,146 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IAction
 2018-08-17 14:41:06,147 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IAction (took 0ms)
 2018-08-17 14:41:06,293 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:06,293 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:06,293 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IParameterEditor
 2018-08-17 14:41:06,294 [P35496/D2/T14] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IParameterEditor (took 0ms)
 2018-08-17 14:41:22,592 [P35496/D2/T20] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username awesomebajracharya@gmail.com from IP address 127.0.0.1
 2018-08-17 14:41:22,594 [P35496/D2/T20] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: User: awesomebajracharya@gmail.com logged in from IP address 127.0.0.1
 2018-08-17 14:41:23,325 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:23,325 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:23,326 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.ITree
 2018-08-17 14:41:23,326 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.ITree (took 0ms)
 2018-08-17 14:41:23,344 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:23,345 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:23,345 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController
 2018-08-17 14:41:23,345 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController (took 0ms)
 2018-08-17 14:41:23,349 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:23,350 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:23,350 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving [umbraco.businesslogic.TreeAttribute]umbraco.interfaces.ITree
 2018-08-17 14:41:23,350 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved [umbraco.businesslogic.TreeAttribute]umbraco.interfaces.ITree (took 0ms)
 2018-08-17 14:41:23,376 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:23,376 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:23,377 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolving [umbraco.businesslogic.ApplicationAttribute]umbraco.interfaces.IApplication
 2018-08-17 14:41:23,377 [P35496/D2/T13] INFO  Umbraco.Core.PluginManager - Resolved [umbraco.businesslogic.ApplicationAttribute]umbraco.interfaces.IApplication (took 0ms)
 2018-08-17 14:41:23,712 [P35496/D2/T12] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:41:23,712 [P35496/D2/T12] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:41:23,712 [P35496/D2/T12] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Core.Persistence.Mappers.MapperForAttribute]Umbraco.Core.Persistence.Mappers.BaseMapper
 2018-08-17 14:41:23,713 [P35496/D2/T12] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Core.Persistence.Mappers.MapperForAttribute]Umbraco.Core.Persistence.Mappers.BaseMapper (took 0ms)
 2018-08-17 14:42:06,191 [P35496/D2/T13] INFO  umbraco.BusinessLogic.Log - Log scrubbed.  Removed all items older than 2018-08-16 14:42:06
 2018-08-17 14:42:43,561 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:42:43,561 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:42:43,561 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Editors.IEditorValidator
 2018-08-17 14:42:43,562 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Editors.IEditorValidator (took 0ms)
 2018-08-17 14:42:43,675 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-17 14:42:43,676 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-17 14:42:43,676 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.ICacheRefresher
 2018-08-17 14:42:43,676 [P35496/D2/T34] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.ICacheRefresher (took 0ms)
 2018-08-17 14:44:44,032 [P35496/D2/T62] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field hideLabel
 2018-08-17 14:47:03,296 [P35496/D2/T85] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:47:20,148 [P35496/D2/T68] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field editor
 2018-08-17 14:47:20,148 [P35496/D2/T68] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field hideLabel
 2018-08-17 14:47:22,699 [P35496/D2/T95] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field editor
 2018-08-17 14:47:22,700 [P35496/D2/T95] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field hideLabel
 2018-08-17 14:47:22,700 [P35496/D2/T93] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:47:42,386 [P35496/D2/T93] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:47:42,386 [P35496/D2/T92] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field editor
 2018-08-17 14:47:42,387 [P35496/D2/T92] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field hideLabel
 2018-08-17 14:47:54,746 [P35496/D2/T95] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field hideLabel
 2018-08-17 14:49:03,679 [P35496/D2/T131] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:49:18,843 [P35496/D2/T139] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:49:39,360 [P35496/D2/T142] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Test Site' with Id '0' has been published.
 2018-08-17 14:49:43,704 [P35496/D2/T142] INFO  umbraco.content - Save Xml to file...
 2018-08-17 14:49:43,707 [P35496/D2/T142] INFO  umbraco.content - Saved Xml to file.
 2018-08-17 14:49:47,623 [P35496/D2/T107] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:50:42,989 [P35496/D2/T12] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Home' with Id '0' has been published.
 2018-08-17 14:50:47,195 [P35496/D2/T149] INFO  umbraco.content - Save Xml to file...
 2018-08-17 14:50:47,197 [P35496/D2/T149] INFO  umbraco.content - Saved Xml to file.
 2018-08-17 14:51:09,686 [P35496/D2/T122] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Home' with Id '1070' has been published.
 2018-08-17 14:51:13,902 [P35496/D2/T148] INFO  umbraco.content - Save Xml to file...
 2018-08-17 14:51:13,904 [P35496/D2/T148] INFO  umbraco.content - Saved Xml to file.
 2018-08-17 14:51:36,494 [P35496/D2/T108] WARN  Umbraco.Web.Models.Mapping.PreValueDisplayResolver - Could not find persisted pre-value for field maxChars
 2018-08-17 14:52:32,291 [P35496/D2/T120] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Home' with Id '1070' has been published.
 2018-08-17 14:52:36,496 [P35496/D2/T122] INFO  umbraco.content - Save Xml to file...
 2018-08-17 14:52:36,499 [P35496/D2/T122] INFO  umbraco.content - Saved Xml to file.
 2018-08-22 12:21:18,557 [P35296/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.12.1 application starting on 4X47GC2
 2018-08-22 12:21:18,590 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2018-08-22 12:21:18,600 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 10ms)
 2018-08-22 12:21:18,689 [P35296/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2018-08-22 12:21:18,693 [P35296/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2018-08-22 12:21:18,697 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:19,011 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 313ms)
 2018-08-22 12:21:19,011 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2018-08-22 12:21:19,016 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 4ms)
 2018-08-22 12:21:19,040 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:19,041 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:19,041 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2018-08-22 12:21:19,043 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 2ms)
 2018-08-22 12:21:19,044 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:19,044 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:19,044 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2018-08-22 12:21:19,048 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 3ms)
 2018-08-22 12:21:19,068 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:19,069 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:19,069 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2018-08-22 12:21:19,071 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 2ms)
 2018-08-22 12:21:19,072 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:19,072 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:19,072 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2018-08-22 12:21:19,074 [P35296/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 2ms)
 2018-08-22 12:21:22,248 [P35296/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 3812ms)
 2018-08-22 12:21:23,569 [P35296/D2/T14] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://ariana.test:80/umbraco
 2018-08-22 12:21:23,572 [P35296/D2/T14] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://ariana.test:80/umbraco (UmbracoModule request)
 2018-08-22 12:21:25,632 [P35296/D2/T16] INFO  Umbraco.Core.Configuration.ClientDependencyConfiguration - Updated version number from 1 to 1925869660
 2018-08-22 12:21:25,648 [P35296/D2/T15] INFO  Umbraco.Core.MainDom - Stopping...
 2018-08-22 12:21:25,650 [P35296/D2/T15] INFO  Umbraco.Web.ExamineStartup - Examine shutting down
 2018-08-22 12:21:25,654 [P35296/D2/T15] INFO  Umbraco.Web.ExamineStartup - Complete (took 4ms)
 2018-08-22 12:21:25,655 [P35296/D2/T15] INFO  Umbraco.Core.MainDom - Released MainDom.
 2018-08-22 12:21:26,368 [P35296/D3/T3] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.12.1 application starting on 4X47GC2
 2018-08-22 12:21:26,403 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2018-08-22 12:21:26,412 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Hash determined (took 9ms)
 2018-08-22 12:21:26,477 [P35296/D3/T3] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2018-08-22 12:21:26,480 [P35296/D3/T3] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2018-08-22 12:21:26,484 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:26,580 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 95ms)
 2018-08-22 12:21:26,580 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2018-08-22 12:21:26,581 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 1ms)
 2018-08-22 12:21:26,614 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:26,616 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 1ms)
 2018-08-22 12:21:26,616 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2018-08-22 12:21:26,616 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 0ms)
 2018-08-22 12:21:26,617 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:26,617 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:26,617 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2018-08-22 12:21:26,619 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 2ms)
 2018-08-22 12:21:26,641 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:26,641 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:26,642 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2018-08-22 12:21:26,642 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 0ms)
 2018-08-22 12:21:26,642 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:26,642 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:26,643 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2018-08-22 12:21:26,643 [P35296/D3/T3] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 0ms)
 2018-08-22 12:21:29,606 [P35296/D3/T3] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 3356ms)
 2018-08-22 12:21:31,299 [P35296/D3/T12] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://ariana.test:80/umbraco
 2018-08-22 12:21:31,302 [P35296/D3/T12] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://ariana.test:80/umbraco (UmbracoModule request)
 2018-08-22 12:21:33,543 [P35296/D3/T12] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:33,544 [P35296/D3/T12] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-08-22 12:21:33,544 [P35296/D3/T12] INFO  Umbraco.Core.PluginManager - Resolving [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController
 2018-08-22 12:21:33,555 [P35296/D3/T12] INFO  Umbraco.Core.PluginManager - Resolved [Umbraco.Web.Trees.TreeAttribute]Umbraco.Web.Trees.TreeController (took 10ms)
 2018-08-22 12:21:34,067 [P35296/D3/T16] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-08-22 12:21:34,068 [P35296/D3/T16] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 1ms)
